subject,relation,object
Proposal 256,Opposed By,0x70ece45cdc64a768f936ccb8ac851578251363e3-256
Proposal 256,Opposed By,0x75ee6eb3d8dacf41ee2e5307090b197d3e1cca6e-256
Proposal 256,Opposed By,0x7b7736a2c07c4332ffad45a039d2117ae15e3f66-256
Proposal 256,Supported By,0x7c1282a7621f0e2f6169e151628552a8b8a57b2d-256
Proposal 256,Opposed By,0x7de92ca2d0768cdba376aac853234d4eed8d8b5c-256
Proposal 256,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-256
Proposal 256,Supported By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-256
Proposal 256,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-256
Proposal 256,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-256
Proposal 256,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-256
Proposal 256,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-256
Proposal 256,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-256
Proposal 256,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-256
Proposal 256,Supported By,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd-256
Proposal 256,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-256
Proposal 256,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-256
Proposal 256,Supported By,0xaa4fbd73051b151397bb369c7e2a6052a894d924-256
Proposal 256,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-256
Proposal 256,Supported By,0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1-256
Proposal 256,Opposed By,0xb1cc18a441c352d4b68f2aa41f7ae240b702ca87-256
Proposal 256,Supported By,0xb52235dc0751ce6e171c51fbf459fd6637c6ccc8-256
Proposal 256,Supported By,0xb5a497ce6b9843e5936b9da985174c0906520387-256
Proposal 256,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-256
Proposal 256,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-256
Proposal 256,Supported By,0xbfd8cba6a1e10e1ab4fa11a0062f4e52e13d260f-256
Proposal 256,Opposed By,0xca90d43a2f3b9e9b356dd0877aced3df05296d60-256
Proposal 256,Opposed By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-256
Proposal 256,Opposed By,0xd25973a3df7d2341ddea48303a3e6addec6184bf-256
Proposal 256,Opposed By,0xd2ef6bd0ab75fb5b38e74f69445da51d9fa8200f-256
Proposal 256,Opposed By,0xd8f4627f199bdb65a5ca842018890f9afea702a9-256
Proposal 256,Opposed By,0xda5921614a824a6cc187175750b8b3dcb4dbe67d-256
Proposal 256,Supported By,0xdb7f66f3d53a6a0ec43a49c7b6713e1bd3bd1383-256
Proposal 256,Opposed By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-256
Proposal 256,Opposed By,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89-256
Proposal 256,Opposed By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-256
Proposal 256,Supported By,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f-256
Proposal 256,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-256
Proposal 256,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-256
Proposal 256,Supported By,0xeffec2d0163343c8f26983af1f6684e0b966a6b2-256
Proposal 256,Opposed By,0xf1544ba9a1ad3c8c8b507de3e1f5243c3697e367-256
Proposal 256,Opposed By,0xf6b6f07862a02c85628b3a9688beae07fea9c863-256
Proposal 256,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-256
Proposal 255,Opposed By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-255
Proposal 255,Opposed By,0x008c84421da5527f462886cec43d2717b686a7e4-255
Proposal 255,Opposed By,0x17a01db837345772f2e65adf2fb4f4de10ac1b72-255
Proposal 255,Opposed By,0x1d3bc1f9d3f9770453949abd619592cd7583c5ed-255
Proposal 255,Opposed By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-255
Proposal 255,Opposed By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-255
Proposal 255,Opposed By,0x2767edfee9f5ba743511ee4187a596b302b43938-255
Proposal 255,Opposed By,0x281ec184e704ce57570614c33b3477ec7ff07243-255
Proposal 255,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-255
Proposal 255,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-255
Proposal 255,Opposed By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-255
Proposal 255,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-255
Proposal 255,Supported By,0x4632a1233cbd8273a10086b4b3860d169b5c3d8b-255
Proposal 255,Opposed By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-255
Proposal 255,Opposed By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-255
Proposal 255,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-255
Proposal 255,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-255
Proposal 255,Opposed By,0x7de92ca2d0768cdba376aac853234d4eed8d8b5c-255
Proposal 255,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-255
Proposal 255,Opposed By,0x8ae80e0b44205904be18869240c2ec62d2342785-255
Proposal 255,Opposed By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-255
Proposal 255,Opposed By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-255
Proposal 255,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-255
Proposal 255,Opposed By,0x97a448beaa3fa6f2c65e919365a5ff1b44092b09-255
Proposal 255,Opposed By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-255
Proposal 255,Opposed By,0xa32d3cfd908118dce340ae6e828b260f43674f6b-255
Proposal 255,Opposed By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-255
Proposal 255,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-255
Proposal 255,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-255
Proposal 255,Opposed By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-255
Proposal 255,Opposed By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-255
Proposal 255,Opposed By,0xd4c37daf283ef98c2db3e51339201d4dcd2025b9-255
Proposal 255,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-255
Proposal 255,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-255
Proposal 255,Opposed By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-255
Proposal 255,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-255
Proposal 254,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-254
Proposal 254,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-254
Proposal 254,Supported By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-254
Proposal 254,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-254
Proposal 254,Supported By,0x17a01db837345772f2e65adf2fb4f4de10ac1b72-254
Proposal 254,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-254
Proposal 254,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-254
Proposal 254,Supported By,0x2767edfee9f5ba743511ee4187a596b302b43938-254
Proposal 254,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-254
Proposal 254,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-254
Proposal 254,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-254
Proposal 254,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-254
Proposal 254,Supported By,0x4575e437306d10ca7433e22796fff7dca70e6699-254
Proposal 254,Supported By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-254
Proposal 254,Supported By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-254
Proposal 254,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-254
Proposal 254,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-254
Proposal 254,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-254
Proposal 254,Supported By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-254
Proposal 254,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-254
Proposal 254,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-254
Proposal 254,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-254
Proposal 254,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-254
Proposal 254,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-254
Proposal 254,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-254
Proposal 254,Supported By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-254
Proposal 254,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-254
Proposal 254,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-254
Proposal 254,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-254
Proposal 254,Supported By,0xb5a497ce6b9843e5936b9da985174c0906520387-254
Proposal 254,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-254
Proposal 254,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-254
Proposal 254,Supported By,0xbf06f54bd76eedd2795127592d64f97a9d9751d7-254
Proposal 254,Supported By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-254
Proposal 254,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-254
Proposal 254,Supported By,0xdcf0cea092464d1b9cc16fee9fbb5953846a916e-254
Proposal 254,Supported By,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89-254
Proposal 254,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-254
Proposal 254,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-254
Proposal 254,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-254
Proposal 254,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-254
Proposal 253,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-253
Proposal 253,Opposed By,0x008c84421da5527f462886cec43d2717b686a7e4-253
Proposal 253,Supported By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-253
Proposal 253,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-253
Proposal 253,Opposed By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-253
Proposal 253,Supported By,0x2767edfee9f5ba743511ee4187a596b302b43938-253
Proposal 253,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-253
Proposal 253,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-253
Proposal 253,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-253
Proposal 253,Supported By,0x43e3ab994070db606042e8deffd146300cb52919-253
Proposal 253,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-253
Proposal 253,Supported By,0x4575e437306d10ca7433e22796fff7dca70e6699-253
Proposal 253,Opposed By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-253
Proposal 253,Opposed By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-253
Proposal 253,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-253
Proposal 253,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-253
Proposal 253,Opposed By,0x7de92ca2d0768cdba376aac853234d4eed8d8b5c-253
Proposal 253,Supported By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-253
Proposal 253,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-253
Proposal 253,Opposed By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-253
Proposal 253,Opposed By,0x8ae80e0b44205904be18869240c2ec62d2342785-253
Proposal 253,Opposed By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-253
Proposal 253,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-253
Proposal 253,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-253
Proposal 253,Opposed By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-253
Proposal 253,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-253
Proposal 253,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-253
Proposal 253,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-253
Proposal 253,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-253
Proposal 253,Supported By,0xb5a497ce6b9843e5936b9da985174c0906520387-253
Proposal 253,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-253
Proposal 253,Supported By,0xbf06f54bd76eedd2795127592d64f97a9d9751d7-253
Proposal 253,Supported By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-253
Proposal 253,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-253
Proposal 253,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-253
Proposal 253,Opposed By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-253
Proposal 253,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-253
Proposal 252,Opposed By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-252
Proposal 252,Opposed By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-252
Proposal 252,Opposed By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-252
Proposal 252,Opposed By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-252
Proposal 252,Supported By,0x5e876c81b1a6e341896120fc40478be6b906539f-252
Proposal 252,Opposed By,0x70ece45cdc64a768f936ccb8ac851578251363e3-252
Proposal 252,Opposed By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-252
Proposal 252,Opposed By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-252
Proposal 252,Opposed By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-252
Proposal 252,Opposed By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-252
Proposal 252,Opposed By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-252
Proposal 252,Opposed By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-252
Proposal 251,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-251
Proposal 251,Supported By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-251
Proposal 251,Supported By,0x0c66d954d9cb1ebdf4e37a000262323c83655e70-251
Proposal 251,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-251
Proposal 251,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-251
Proposal 251,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-251
Proposal 251,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-251
Proposal 251,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-251
Proposal 251,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-251
Proposal 251,Supported By,0x43e3ab994070db606042e8deffd146300cb52919-251
Proposal 251,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-251
Proposal 251,Opposed By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-251
Proposal 251,Opposed By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-251
Proposal 251,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-251
Proposal 251,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-251
Proposal 251,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-251
Proposal 251,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-251
Proposal 251,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-251
Proposal 251,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-251
Proposal 251,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-251
Proposal 251,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-251
Proposal 251,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-251
Proposal 251,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-251
Proposal 251,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-251
Proposal 251,Supported By,0xb52235dc0751ce6e171c51fbf459fd6637c6ccc8-251
Proposal 251,Supported By,0xb5a497ce6b9843e5936b9da985174c0906520387-251
Proposal 251,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-251
Proposal 251,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-251
Proposal 251,Supported By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-251
Proposal 251,Opposed By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-251
Proposal 251,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-251
Proposal 251,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-251
Proposal 251,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-251
Proposal 251,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-251
Proposal 250,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-250
Proposal 250,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-250
Proposal 250,Supported By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-250
Proposal 250,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-250
Proposal 250,Supported By,0x141b63d93daf55bfb7f396eee6114f3a5d4a90b2-250
Proposal 250,Supported By,0x17a01db837345772f2e65adf2fb4f4de10ac1b72-250
Proposal 250,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-250
Proposal 250,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-250
Proposal 250,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-250
Proposal 250,Supported By,0x36a5bc205df1ed65c86301022cfc343a6ce546ff-250
Proposal 250,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-250
Proposal 250,Opposed By,0x43e3ab994070db606042e8deffd146300cb52919-250
Proposal 250,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-250
Proposal 250,Supported By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-250
Proposal 250,Supported By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-250
Proposal 250,Supported By,0x5fc3afaeef0ff1149cee3bd80c1b20de629df880-250
Proposal 250,Supported By,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d-250
Proposal 250,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-250
Proposal 250,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-250
Proposal 250,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-250
Proposal 250,Opposed By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-250
Proposal 250,Opposed By,0x8ae80e0b44205904be18869240c2ec62d2342785-250
Proposal 250,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-250
Proposal 250,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-250
Proposal 250,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-250
Proposal 250,Supported By,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd-250
Proposal 250,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-250
Proposal 250,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-250
Proposal 250,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-250
Proposal 250,Supported By,0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1-250
Proposal 250,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-250
Proposal 250,Supported By,0xb52235dc0751ce6e171c51fbf459fd6637c6ccc8-250
Proposal 250,Supported By,0xb877f7bb52d28f06e60f557c00a56225124b357f-250
Proposal 250,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-250
Proposal 250,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-250
Proposal 250,Supported By,0xca90d43a2f3b9e9b356dd0877aced3df05296d60-250
Proposal 250,Opposed By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-250
Proposal 250,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-250
Proposal 250,Supported By,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89-250
Proposal 250,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-250
Proposal 250,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-250
Proposal 250,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-250
Proposal 250,Supported By,0xf6b6f07862a02c85628b3a9688beae07fea9c863-250
Proposal 250,Supported By,0xf8a065f287d91d77cd626af38ffa220d9b552a2b-250
Proposal 250,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-250
Proposal 249,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-249
Proposal 249,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-249
Proposal 249,Supported By,0x00cda37bfc3dd20349aa901fe8646688218d8772-249
Proposal 249,Supported By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-249
Proposal 249,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-249
Proposal 249,Supported By,0x141b63d93daf55bfb7f396eee6114f3a5d4a90b2-249
Proposal 249,Supported By,0x17a01db837345772f2e65adf2fb4f4de10ac1b72-249
Proposal 249,Supported By,0x19cc9d48f2032f3ec8d6f60ea84979169a848231-249
Proposal 249,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-249
Proposal 249,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-249
Proposal 249,Supported By,0x2767edfee9f5ba743511ee4187a596b302b43938-249
Proposal 249,Opposed By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-249
