subject,relation,object
Proposal 249,Supported By,0x31a50fd42b910c635e4d25b63b7b90fad1451695-249
Proposal 249,Opposed By,0x3496f3600070cc01d9665d1057f6f39afc0fe149-249
Proposal 249,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-249
Proposal 249,Supported By,0x43e3ab994070db606042e8deffd146300cb52919-249
Proposal 249,Supported By,0x5e876c81b1a6e341896120fc40478be6b906539f-249
Proposal 249,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-249
Proposal 249,Supported By,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d-249
Proposal 249,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-249
Proposal 249,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-249
Proposal 249,Supported By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-249
Proposal 249,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-249
Proposal 249,Supported By,0x88f09bdc8e99272588242a808052eb32702f88d0-249
Proposal 249,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-249
Proposal 249,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-249
Proposal 249,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-249
Proposal 249,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-249
Proposal 249,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-249
Proposal 249,Supported By,0x9d4162ca2f01583e2f34cb594e8cf198ace99dd3-249
Proposal 249,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-249
Proposal 249,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-249
Proposal 249,Supported By,0xadfbcde3352965c23dfb79e8bdf92bd43dc20468-249
Proposal 249,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-249
Proposal 249,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-249
Proposal 249,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-249
Proposal 249,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-249
Proposal 249,Supported By,0xc6f6c89f7f297b5230d2fd028ac06f0677c1857b-249
Proposal 249,Supported By,0xca90d43a2f3b9e9b356dd0877aced3df05296d60-249
Proposal 249,Supported By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-249
Proposal 249,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-249
Proposal 249,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-249
Proposal 249,Supported By,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f-249
Proposal 249,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-249
Proposal 249,Supported By,0xf2e7fd6c7ac39165a428245f15da6487ce04270a-249
Proposal 249,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-249
Proposal 248,Opposed By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-248
Proposal 248,Opposed By,0x008c84421da5527f462886cec43d2717b686a7e4-248
Proposal 248,Opposed By,0x00cda37bfc3dd20349aa901fe8646688218d8772-248
Proposal 248,Supported By,0x046c54a8c88397c9b222b979f7b6efe9077f4bde-248
Proposal 248,Opposed By,0x0b3cf56e7df3bb3fb7201ffcd96d279b05ddd2e3-248
Proposal 248,Opposed By,0x0c66d954d9cb1ebdf4e37a000262323c83655e70-248
Proposal 248,Opposed By,0x17a01db837345772f2e65adf2fb4f4de10ac1b72-248
Proposal 248,Supported By,0x19cc9d48f2032f3ec8d6f60ea84979169a848231-248
Proposal 248,Opposed By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-248
Proposal 248,Opposed By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-248
Proposal 248,Opposed By,0x2767edfee9f5ba743511ee4187a596b302b43938-248
Proposal 248,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-248
Proposal 248,Opposed By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-248
Proposal 248,Opposed By,0x31a50fd42b910c635e4d25b63b7b90fad1451695-248
Proposal 248,Opposed By,0x3496f3600070cc01d9665d1057f6f39afc0fe149-248
Proposal 248,Opposed By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-248
Proposal 248,Opposed By,0x43e3ab994070db606042e8deffd146300cb52919-248
Proposal 248,Opposed By,0x5e876c81b1a6e341896120fc40478be6b906539f-248
Proposal 248,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-248
Proposal 248,Opposed By,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d-248
Proposal 248,Opposed By,0x70ece45cdc64a768f936ccb8ac851578251363e3-248
Proposal 248,Supported By,0x79f08f2e75a8c99428de4a2e6456c07c99e55da5-248
Proposal 248,Opposed By,0x7c1282a7621f0e2f6169e151628552a8b8a57b2d-248
Proposal 248,Opposed By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-248
Proposal 248,Opposed By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-248
Proposal 248,Opposed By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-248
Proposal 248,Opposed By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-248
Proposal 248,Opposed By,0x8ae80e0b44205904be18869240c2ec62d2342785-248
Proposal 248,Opposed By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-248
Proposal 248,Opposed By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-248
Proposal 248,Opposed By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-248
Proposal 248,Opposed By,0x9979d204e93229c4355431dfb520e608c81bbd0c-248
Proposal 248,Opposed By,0x9d4162ca2f01583e2f34cb594e8cf198ace99dd3-248
Proposal 248,Opposed By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-248
Proposal 248,Opposed By,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd-248
Proposal 248,Opposed By,0xa2e41625416d46302e7352f56f8de92aadb6e886-248
Proposal 248,Opposed By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-248
Proposal 248,Opposed By,0xa903c06bf35286f6d1cdad25396748353979a44c-248
Proposal 248,Supported By,0xadfbcde3352965c23dfb79e8bdf92bd43dc20468-248
Proposal 248,Opposed By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-248
Proposal 248,Opposed By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-248
Proposal 248,Opposed By,0xb5a497ce6b9843e5936b9da985174c0906520387-248
Proposal 248,Opposed By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-248
Proposal 248,Opposed By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-248
Proposal 248,Opposed By,0xc6f6c89f7f297b5230d2fd028ac06f0677c1857b-248
Proposal 248,Opposed By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-248
Proposal 248,Opposed By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-248
Proposal 248,Opposed By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-248
Proposal 248,Opposed By,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f-248
Proposal 248,Opposed By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-248
Proposal 248,Opposed By,0xeffec2d0163343c8f26983af1f6684e0b966a6b2-248
Proposal 248,Opposed By,0xf2e7fd6c7ac39165a428245f15da6487ce04270a-248
Proposal 248,Opposed By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-248
Proposal 246,Opposed By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-246
Proposal 246,Supported By,0x538c4f2afa012911851dadf0655cb61377e7a8eb-246
Proposal 246,Opposed By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-246
Proposal 246,Opposed By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-246
Proposal 245,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-245
Proposal 245,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-245
Proposal 245,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-245
Proposal 245,Supported By,0x1d3bc1f9d3f9770453949abd619592cd7583c5ed-245
Proposal 245,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-245
Proposal 245,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-245
Proposal 245,Supported By,0x2767edfee9f5ba743511ee4187a596b302b43938-245
Proposal 245,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-245
Proposal 245,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-245
Proposal 245,Supported By,0x3496f3600070cc01d9665d1057f6f39afc0fe149-245
Proposal 245,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-245
Proposal 245,Opposed By,0x43e3ab994070db606042e8deffd146300cb52919-245
Proposal 245,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-245
Proposal 245,Supported By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-245
Proposal 245,Supported By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-245
Proposal 245,Supported By,0x5e876c81b1a6e341896120fc40478be6b906539f-245
Proposal 245,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-245
Proposal 245,Opposed By,0x70ece45cdc64a768f936ccb8ac851578251363e3-245
Proposal 245,Supported By,0x79f08f2e75a8c99428de4a2e6456c07c99e55da5-245
Proposal 245,Supported By,0x7d81478ad18ad375e53de6f74f3122f6be3499ca-245
Proposal 245,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-245
Proposal 245,Supported By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-245
Proposal 245,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-245
Proposal 245,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-245
Proposal 245,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-245
Proposal 245,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-245
Proposal 245,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-245
Proposal 245,Supported By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-245
Proposal 245,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-245
Proposal 245,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-245
Proposal 245,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-245
Proposal 245,Supported By,0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1-245
Proposal 245,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-245
Proposal 245,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-245
Proposal 245,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-245
Proposal 245,Supported By,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a-245
Proposal 245,Supported By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-245
Proposal 245,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-245
Proposal 245,Supported By,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89-245
Proposal 245,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-245
Proposal 245,Supported By,0xe1e959800a8ec49eacc0d9f953d917d425163088-245
Proposal 245,Supported By,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f-245
Proposal 245,Supported By,0xe70db832cead4bd1505bf73545cc089b4688c1cc-245
Proposal 245,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-245
Proposal 245,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-245
Proposal 244,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-244
Proposal 244,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-244
Proposal 244,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-244
Proposal 244,Supported By,0x19cc9d48f2032f3ec8d6f60ea84979169a848231-244
Proposal 244,Supported By,0x1d3bc1f9d3f9770453949abd619592cd7583c5ed-244
Proposal 244,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-244
Proposal 244,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-244
Proposal 244,Supported By,0x2767edfee9f5ba743511ee4187a596b302b43938-244
Proposal 244,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-244
Proposal 244,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-244
Proposal 244,Opposed By,0x3496f3600070cc01d9665d1057f6f39afc0fe149-244
Proposal 244,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-244
Proposal 244,Opposed By,0x43e3ab994070db606042e8deffd146300cb52919-244
Proposal 244,Opposed By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-244
Proposal 244,Supported By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-244
Proposal 244,Supported By,0x538c4f2afa012911851dadf0655cb61377e7a8eb-244
Proposal 244,Supported By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-244
Proposal 244,Supported By,0x5e876c81b1a6e341896120fc40478be6b906539f-244
Proposal 244,Supported By,0x5fc3afaeef0ff1149cee3bd80c1b20de629df880-244
Proposal 244,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-244
Proposal 244,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-244
Proposal 244,Supported By,0x79f08f2e75a8c99428de4a2e6456c07c99e55da5-244
Proposal 244,Opposed By,0x7d81478ad18ad375e53de6f74f3122f6be3499ca-244
Proposal 244,Opposed By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-244
Proposal 244,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-244
Proposal 244,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-244
Proposal 244,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-244
Proposal 244,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-244
Proposal 244,Supported By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-244
Proposal 244,Supported By,0xa4e232fceedb3f43c8e707f8cf20b6bcf30f10e1-244
Proposal 244,Opposed By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-244
Proposal 244,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-244
Proposal 244,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-244
Proposal 244,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-244
Proposal 244,Opposed By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-244
Proposal 244,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-244
Proposal 244,Supported By,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a-244
Proposal 244,Supported By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-244
Proposal 244,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-244
Proposal 244,Opposed By,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89-244
Proposal 244,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-244
Proposal 244,Opposed By,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f-244
Proposal 244,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-244
Proposal 244,Supported By,0xeffec2d0163343c8f26983af1f6684e0b966a6b2-244
Proposal 244,Supported By,0xf2e7fd6c7ac39165a428245f15da6487ce04270a-244
Proposal 244,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-244
Proposal 242,Supported By,0x0055cd5f017027d10adf4f13332181e6d8d886bb-242
Proposal 242,Supported By,0x008c84421da5527f462886cec43d2717b686a7e4-242
Proposal 242,Supported By,0x13eef4ef8fca471f242ab0f8f49a3db6017ada33-242
Proposal 242,Supported By,0x19cc9d48f2032f3ec8d6f60ea84979169a848231-242
Proposal 242,Supported By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-242
Proposal 242,Supported By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-242
Proposal 242,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-242
Proposal 242,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-242
Proposal 242,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-242
Proposal 242,Supported By,0x43e3ab994070db606042e8deffd146300cb52919-242
Proposal 242,Supported By,0x44b1b486ce8d9c82f605626347a7b1f74add11de-242
Proposal 242,Opposed By,0x4754b7e3dede42d71d6c92978f25f306176ec7e9-242
Proposal 242,Opposed By,0x5606b493c51316a9e65c9b2a00bbf7ff92515a3e-242
Proposal 242,Supported By,0x5e876c81b1a6e341896120fc40478be6b906539f-242
Proposal 242,Supported By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-242
Proposal 242,Supported By,0x70ece45cdc64a768f936ccb8ac851578251363e3-242
Proposal 242,Supported By,0x79f08f2e75a8c99428de4a2e6456c07c99e55da5-242
Proposal 242,Supported By,0x7d81478ad18ad375e53de6f74f3122f6be3499ca-242
Proposal 242,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-242
Proposal 242,Supported By,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9-242
Proposal 242,Supported By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-242
Proposal 242,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-242
Proposal 242,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-242
Proposal 242,Supported By,0x8da24b480689314c6d217f2d0bad0daccc87ff44-242
Proposal 242,Supported By,0x91dccaa260cc4616e1a6e6b693db7207c5e42937-242
Proposal 242,Supported By,0x93d94557824ac07a30b5b0f44f7cb3e00f9c4191-242
Proposal 242,Supported By,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe-242
Proposal 242,Supported By,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd-242
Proposal 242,Supported By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-242
Proposal 242,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-242
Proposal 242,Supported By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-242
Proposal 242,Supported By,0xb52235dc0751ce6e171c51fbf459fd6637c6ccc8-242
Proposal 242,Supported By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-242
Proposal 242,Supported By,0xbc3ed6b537f2980e66f396fe14210a56ba3f72c4-242
Proposal 242,Opposed By,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a-242
Proposal 242,Opposed By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-242
Proposal 242,Opposed By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-242
Proposal 242,Supported By,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89-242
Proposal 242,Supported By,0xe085327c5ad2f77147f10973fed45fb19d734f7e-242
Proposal 242,Supported By,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f-242
Proposal 242,Supported By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-242
Proposal 242,Opposed By,0xeffec2d0163343c8f26983af1f6684e0b966a6b2-242
Proposal 242,Supported By,0xf2e7fd6c7ac39165a428245f15da6487ce04270a-242
Proposal 242,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-242
Proposal 240,Opposed By,0x008c84421da5527f462886cec43d2717b686a7e4-240
Proposal 240,Opposed By,0x141b63d93daf55bfb7f396eee6114f3a5d4a90b2-240
Proposal 240,Opposed By,0x17beaa158e68ff9225b4c85151831c7a0d8f258d-240
Proposal 240,Opposed By,0x19cc9d48f2032f3ec8d6f60ea84979169a848231-240
Proposal 240,Opposed By,0x1db19b9903c5510aa5a866ea643eb021cd12bda0-240
Proposal 240,Opposed By,0x1e66a3d0a6a327b1f29e8acf3a3d9e1e4e088683-240
Proposal 240,Supported By,0x231a07c825f052b895de5fd1513ce40d18e14af5-240
Proposal 240,Opposed By,0x2767edfee9f5ba743511ee4187a596b302b43938-240
Proposal 240,Opposed By,0x2a019853a00ca3af202c262076da3308f606277f-240
Proposal 240,Supported By,0x2ed22ea03fea3e5bd90f6fdd52c20c26ff6e1300-240
Proposal 240,Opposed By,0x3496f3600070cc01d9665d1057f6f39afc0fe149-240
Proposal 240,Supported By,0x3b60e31cfc48a9074cd5bebb26c9eaa77650a43f-240
Proposal 240,Opposed By,0x43e3ab994070db606042e8deffd146300cb52919-240
Proposal 240,Opposed By,0x538c4f2afa012911851dadf0655cb61377e7a8eb-240
Proposal 240,Opposed By,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b-240
Proposal 240,Opposed By,0x7358a259a7bfd03d1430887dad80498328f13c9c-240
Proposal 240,Supported By,0x7c1282a7621f0e2f6169e151628552a8b8a57b2d-240
Proposal 240,Opposed By,0x7d81478ad18ad375e53de6f74f3122f6be3499ca-240
Proposal 240,Supported By,0x7f64c6e6908de72221a06a06b4a02a6546a4d6d2-240
Proposal 240,Opposed By,0x86030dbbce1c771ff6622c20455cd3619aa93c05-240
Proposal 240,Supported By,0x8ac3ecf6973e020cc0e6e8989fb71b4a77d65987-240
Proposal 240,Supported By,0x8ae80e0b44205904be18869240c2ec62d2342785-240
Proposal 240,Opposed By,0xa86882277e69fbf0a51805cdc8b0a3a113079e63-240
Proposal 240,Supported By,0xa903c06bf35286f6d1cdad25396748353979a44c-240
Proposal 240,Opposed By,0xae65e700f3f8904ac1007d47a5309dd26f8146c0-240
Proposal 240,Supported By,0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1-240
Proposal 240,Supported By,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f-240
Proposal 240,Opposed By,0xba2b9804fbffa8f1a8f7dc8dd600e21268bef09f-240
Proposal 240,Opposed By,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5-240
Proposal 240,Opposed By,0xd2a744047bb754040911ae14cb5bfe289812e9a9-240
Proposal 240,Supported By,0xdcb4117e3a00632efcac3c169e0b23959f555e5e-240
Proposal 240,Supported By,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401-240
Proposal 240,Opposed By,0xeb13fddfa9b2a4a6e4e7b2d67b6e38c208c41249-240
Proposal 240,Supported By,0xfc538ffd2923dddaed09c8ad1a51686275c56183-240
